image_path,class,class_id,source,image_hash,split
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_00744.jpg,crack,0,Structural,e5e99634ba41508ed387f8b456cbcc5a,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_02817.jpg,crack,0,Structural,82c79cfc3f006a2c1cdd39bb5727e384,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\ress (1141).jpg,crack,0,Structural,6f5e3e6b49ca66555c9cf260a022cc24,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_05611.jpg,crack,0,Structural,9bbc36b3936adf2baca56e78180543af,train
c:\Users\dell\OneDrive\Desktop\IMAGES\ConViD — Concrete Visual Defect Dataset\Spalling\20251114_131304.jpg,spalling,2,ConViD,f049979ad34c3ad3590b153599d90810,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_01182.jpg,crack,0,Structural,a6e1169f9de6ddae9a4f6c2f776702f2,train
c:\Users\dell\OneDrive\Desktop\IMAGES\ConViD — Concrete Visual Defect Dataset\Honeycomb\IMG_20251114_131133136.jpg,honeycomb,1,ConViD,3f0209913e5bf0ec2af545c296ebc03c,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_03886.jpg,crack,0,Structural,11a380b07b7341d2eb1d6a86ae7c95dd,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_00713.jpg,crack,0,Structural,bff7d1c7f253e6dc80280e931ab0d323,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_04926.jpg,crack,0,Structural,38296c0d4c2d61640847f23671a5c4f5,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_02976.jpg,crack,0,Structural,83bb753b7a9129985aeca896d7b96542,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_01538.jpg,crack,0,Structural,a6055bd292de29ff07c6c7197cb458fc,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_02051.jpg,crack,0,Structural,d2c5ebcc56536b66cbc6f18f2cdb7e06,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\HONEYCOMB IMAGES AND LABELS\55_jpg.rf.6e945a3d389052158f05662fa40fa38c.jpg,honeycomb,1,Structural,e6b0cf9df3dd0491b33f6db67176f14e,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_00362.jpg,crack,0,Structural,f96d354005e1cb6866a0d698be856e11,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_03887.jpg,crack,0,Structural,8e0f7a3dae3d8e0eb52be9bbc433f0f6,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\DarbhangaVal_03619.jpg,crack,0,Structural,841608864b2beaa5afd8fd6458702f70,train
c:\Users\dell\OneDrive\Desktop\IMAGES\ConViD — Concrete Visual Defect Dataset\Honeycomb\IMG_20251114_121321.jpg,honeycomb,1,ConViD,278d3572e55ba1a71f2ec9a8b89e7bd2,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\HONEYCOMB IMAGES AND LABELS\785_jpg.rf.b5851fcc412fb70821d0797de30c613f.jpg,honeycomb,1,Structural,e032a2ba72cc1adc8cf9db0b0a85a363,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_02511.jpg,crack,0,Structural,995f75207b4ac2f470db09ccef5801fe,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\HONEYCOMB IMAGES AND LABELS\50_jpg.rf.1ebba8af2e535e32de42a1bdb821fafc.jpg,honeycomb,1,Structural,8f08772a80961e3b80a3ccef5b7ae251,train
c:\Users\dell\OneDrive\Desktop\IMAGES\ConViD — Concrete Visual Defect Dataset\Spalling\20251114_131221.jpg,spalling,2,ConViD,95db072237699ba502fec9805cb740f9,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_02533.jpg,crack,0,Structural,12e355acacc85264c3dbcd9cdcd47c84,train
c:\Users\dell\OneDrive\Desktop\IMAGES\ConViD — Concrete Visual Defect Dataset\Honeycomb\IMG_20251106_134026960.jpg,honeycomb,1,ConViD,bb5e14bbbbeae1563a068935977581eb,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_02640.jpg,crack,0,Structural,cd7071f59776c6a9bc26b0c771f90932,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\DarbhangaVal_03568.jpg,crack,0,Structural,c7c7912b74aa913279963bf120694f6b,train
c:\Users\dell\OneDrive\Desktop\IMAGES\ConViD — Concrete Visual Defect Dataset\crack\20251114_124709.jpg,crack,0,ConViD,792445b93e17f78fc986360c52e684c2,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_02232.jpg,crack,0,Structural,245ca8c0fd08c65de7b69a5ceaa554c6,train
c:\Users\dell\OneDrive\Desktop\IMAGES\ConViD — Concrete Visual Defect Dataset\Honeycomb\IMG_20251114_131121347.jpg,honeycomb,1,ConViD,7c96bab1c38580fa806c16095cc2855b,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_01700.jpg,crack,0,Structural,65d1b9323e2a20cfe6b609d3ec7945e6,train
c:\Users\dell\OneDrive\Desktop\IMAGES\ConViD — Concrete Visual Defect Dataset\Spalling\IMG20251114131647.jpg,spalling,2,ConViD,2c81f34408dba1b464363aab4d945e63,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\DarbhangaVal_03210.jpg,crack,0,Structural,347a28bb0a71b3d48fe542f2c5cf8f71,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_00556.jpg,crack,0,Structural,464ca0cc5203b4929f9f537caace27db,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\SPALLING IMAGES AND LABELS\s_data_70_jpg.rf.a0585e77f9bef01d618a1d9f62a35a6a.jpg,spalling,2,Structural,1fcbf8776dd4e2fdde517bae050bc39b,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_02743.jpg,crack,0,Structural,57589a806c43b73aa1655ef33e922acd,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\DarbhangaVal_03813.jpg,crack,0,Structural,637b6aacb5eab3021eacff1e140ec47a,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_06067.jpg,crack,0,Structural,c6d59f98cead6173c6b8df4302f76e6c,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_02489.jpg,crack,0,Structural,07b9f0cf78c75ad446e5bb653445cf6a,train
c:\Users\dell\OneDrive\Desktop\IMAGES\ConViD — Concrete Visual Defect Dataset\Spalling\IMG_20251114_130034375.jpg,spalling,2,ConViD,7fb0a71210bd528758b0de05c67082dc,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_04892.jpg,crack,0,Structural,c1adb416b20f142e5b5294e7a435e259,train
c:\Users\dell\OneDrive\Desktop\IMAGES\ConViD — Concrete Visual Defect Dataset\Spalling\IMG20251114124301.jpg,spalling,2,ConViD,f4a7f19d03389956562998b17402fe94,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_06376.jpg,crack,0,Structural,7b83589a94035b2f19faa7aab48e797d,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_00908.jpg,crack,0,Structural,c7ac0110c0058cf56aae00515697191f,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_02118.jpg,crack,0,Structural,fc9a2cfcab0db7a41d338a9149a00e48,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_03163.jpg,crack,0,Structural,40a7ff3c5730216242fd4c0184c8d90d,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\HONEYCOMB IMAGES AND LABELS\527_jpg.rf.75fae76fca30ee54635e6ca1e80a7f7f.jpg,honeycomb,1,Structural,74c4931364c825ddfbcdac70d165a924,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_05123.jpg,crack,0,Structural,39ee78fda2ebabe948492b370664e2b4,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\ress (2331).jpg,crack,0,Structural,3bfc1334414f823ddf519c221a9d4c31,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\ress (1849).jpg,crack,0,Structural,839720309a0b7753a79b0b549f1e8f42,train
c:\Users\dell\OneDrive\Desktop\IMAGES\ConViD — Concrete Visual Defect Dataset\Spalling\IMG_20251106_115201737.jpg,spalling,2,ConViD,a49c33c3c2221168cca5242cb4958c65,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\OdishaVal_06678.jpg,crack,0,Structural,e98883f83d8f5fdb0e83e28ba44e6372,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\HONEYCOMB IMAGES AND LABELS\58_jpg.rf.730394709906c5ec7319a2c813fdb561.jpg,honeycomb,1,Structural,9a9db4549128a2c86207cfdcfa9e1738,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_06489.jpg,crack,0,Structural,1e1fd13c3fa3a33eb014de92f11cdff3,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_05790.jpg,crack,0,Structural,322882933d2d6c4e762e922d8327a43d,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\HONEYCOMB IMAGES AND LABELS\315_jpg.rf.8b609fc45350ddbd0de07deacf8433af.jpg,honeycomb,1,Structural,fcc5eccee63f35ad66f27aa3cca712ba,train
c:\Users\dell\OneDrive\Desktop\IMAGES\ConViD — Concrete Visual Defect Dataset\crack\20251114_130334.jpg,crack,0,ConViD,6c7cfafdfdf1bfb1406cf15b9d9e6237,train
c:\Users\dell\OneDrive\Desktop\IMAGES\ConViD — Concrete Visual Defect Dataset\Honeycomb\IMG_20251106_113705694.jpg,honeycomb,1,ConViD,83b6347ccae968ae30eae49b8b171d7c,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\OdishaVal_06604.jpg,crack,0,Structural,c216bab778f42641857afe165a25ba95,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_03062.jpg,crack,0,Structural,bef7430669921fa6811d1e132597662b,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\DarbhangaVal_03772.jpg,crack,0,Structural,3f83107ee1bfedeedb9a0ac9e69b539d,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_02424.jpg,crack,0,Structural,49181500352dca85daedd37224feedd4,train
c:\Users\dell\OneDrive\Desktop\IMAGES\ConViD — Concrete Visual Defect Dataset\Honeycomb\20251106_121813.jpg,honeycomb,1,ConViD,888a0d597b3744d42047cba564830746,train
c:\Users\dell\OneDrive\Desktop\IMAGES\ConViD — Concrete Visual Defect Dataset\crack\20251114_130426.jpg,crack,0,ConViD,b6c86d0f930ba069d462b29fc2716338,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\HONEYCOMB IMAGES AND LABELS\418_jpg.rf.d2ee4fe21e8ebb6501e26273c5cd64ff.jpg,honeycomb,1,Structural,3884253edb934e3fd081d8e001afeaa3,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_05080.jpg,crack,0,Structural,80e6fe315f24850bb287ad8fff8f80a2,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\DarbhangaVal_03212.jpg,crack,0,Structural,fa1d856d44c348228e50e2aa710797e2,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\HONEYCOMB IMAGES AND LABELS\11_jpg.rf.079954f8f9845394bee01f2157405edf.jpg,honeycomb,1,Structural,e00951f37d184779ed58c5b9f311a6c1,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_01781.jpg,crack,0,Structural,d1cd5b09baaa40695b96353791ef7673,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\HONEYCOMB IMAGES AND LABELS\24_jpg.rf.8be8710e6c3c1e467c32a10dbb2e1c86.jpg,honeycomb,1,Structural,dedbfccd843a6b7c3ea246993d77b337,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_06326.jpg,crack,0,Structural,4bfd9ad8feac707268bc1f1eb0bd047d,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_04844.jpg,crack,0,Structural,577fac820a5aec1a469ff501bff7d61d,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_01842.jpg,crack,0,Structural,b30c1778f6e061e4ddcbd5266374da2d,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_00971.jpg,crack,0,Structural,8bb12ff4986bc2ce0fbe1c57878701a9,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_06470.jpg,crack,0,Structural,5f0377e9be4741c9bc4ea1de9e92d0fd,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_02996.jpg,crack,0,Structural,d1247a13c8bd2a09313e6cc984e3f656,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_00280.jpg,crack,0,Structural,f0ea8d8507215280ca72f0bbf86348bb,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\DarbhangaVal_03288.jpg,crack,0,Structural,35e5096b8d370ec47de1a82632ec3539,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_04292.jpg,crack,0,Structural,05f74bdff350eeb3e57c32ab8edabf82,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Odisha_06101.jpg,crack,0,Structural,f4d2a63965a5484593cab487ebb8a194,train
c:\Users\dell\OneDrive\Desktop\IMAGES\STRUCTURAL_DEFECT_DATASET\03_ANNOTATED\CRACKS IMAGES AND LABELS\Darbhanga_00171.jpg,crack,0,Structural,e8005060f3eefb4aed6247916826ef8e,train
